NaN,0,0
29.5,0,0
29.5,0,0
29.75,0,0
29.5,0,0
29.75,0,0
29.75,0,0
30,0,0
29.75,0,0
30,0,0
NaN,0,0
NaN,0,0
29.75,0,0
30,0,0
29.75,0,0
30,0,0
29.75,0,0
29.75,0,0
29.5,0,0
29.75,0,0
29.5,0,0
NaN,0,0
NaN,0,0
29.75,0,0
29.5,0,0
29.5,0,0
29.5,0,0
29.5,0,0
29.5,0,0
29.5,0,0
29.25,0,0
29.5,0,0
29.25,0,0
NaN,0,0
NaN,0,0
29.25,0,0
29.25,0,0
29.25,0,0
29.25,0,0
29.25,0,0
29.25,0,0
29.25,0,0
29,0,0
29.25,0,0
NaN,0,0
NaN,0,0
29,0,0
29,0,0
29,0,0
29,0,0
29,0,0
29,0,0
29,0,0
29,0,0
28.75,0,0
29,0,0
NaN,0,0
28.75,0,0
28.75,0,0
28.5,0,0
28.75,0,0
28.5,0,0
28.75,0,0
28.5,0,0
28.5,0,0
28.25,0,0
NaN,0,0
NaN,0,0
28.5,0,0
28.25,0,0
28.5,0,0
28.25,0,0
28.25,0,0
28.25,0,0
28.25,0,0
28.25,0,0
28.25,0,0
NaN,0,0
NaN,0,0
28.25,0,0
28.25,0,0
28.25,0,0
28.25,0,0
28.25,0,0
28.25,0,0
28,0,0
28.25,0,0
28,0,0
NaN,0,0
NaN,0,0
28.25,0,0
28,0,0
28.25,0,0
28,0,0
28.25,0,0
28,0,0
28.25,0,0
28,0,0
28.25,0,0
28,0,0
NaN,0,0
NaN,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
NaN,0,0
NaN,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
NaN,0,0
NaN,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
NaN,0,0
28,0,0
NaN,0,0
28,0,0
28,0,0
28,0,0
27.75,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
NaN,0,0
NaN,0,0
27.75,0,0
28,0,0
27.75,0,0
28,0,0
27.75,0,0
28,0,0
27.75,0,0
28,0,0
27.75,0,0
NaN,0,0
NaN,0,0
28,0,0
27.75,0,0
28,0,0
27.75,0,0
28,0,0
27.75,0,0
28,0,0
27.75,0,0
28,0,0
27.75,0,0
NaN,0,0
NaN,0,0
27.75,0,0
27.75,0,0
27.75,0,0
27.75,0,0
27.75,0,0
27.75,0,0
