Time,PM2_5,PM10,sharpPM,dhtTemp,dhtHum,specCO,figaroCO,figaroCO2,SUMTemp,SUMBinary
1510298224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298380,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510298798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510298923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510298954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510298985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.75,0
1510299173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.75,0
1510299248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299310,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.75,0
1510299435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299560,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510299729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299760,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510299822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5,0
1510299885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510299916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510299947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510299978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510300009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510300041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510300072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510300103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510300134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32,0
1510300165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.25,0
1510300197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32,0
1510300241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32,0
1510300272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32,0
1510300303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32,0
1510300334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32,0
1510300397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300490,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510300815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510300878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.75,0
1510300909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510300940,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510300971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301390,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,0
1510301608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301670,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301870,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510301995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302120,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302320,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510302988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510303019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510303050,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510303081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510303113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510303144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510303175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510303206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510303237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510303269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510303344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510303406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510303531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510303593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.25,0
1510303856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510303981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304430,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304680,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304880,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510304974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.5,0
1510305486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.5,0
1510305548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305610,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.5,0
1510305673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.5,0
1510305797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.5,0
1510305873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510305966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.5,0
1510305998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.5,0
1510306060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.5,0
1510306309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306510,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
1510306603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,0
